address;altitude;callsign;date;destination_iata;destination_icao;equipment;event;flight;flight_id;latitude;longitude;operator;origin_iata;origin_icao;registration;time
89655D;39850;UAE5CL;2022-10-07;DXB;OMDB;A388;descent;EK413;767328070;24.31654;57.91072;UAE;SYD;YSSY;A6-EVQ;00:28:13
89655D;0;UAE5CL;2022-10-07;DXB;OMDB;A388;landed;EK413;767328070;25.24973;55.36998;UAE;SYD;YSSY;A6-EVQ;00:58:26
89655D;0;UAE5CL;2022-10-07;DXB;OMDB;A388;gate_arrival;EK413;767328070;25.25132;55.36137;UAE;SYD;YSSY;A6-EVQ;00:58:27
789215;38975;CPA846;2022-10-07;JFK;KJFK;A35K;descent;CX846;767328202;42.57812;-76.44070;CPA;HKG;VHHH;B-LXC;00:58:32
789215;0;CPA846;2022-10-07;JFK;KJFK;A35K;landed;CX846;767328202;40.63126;-73.76581;CPA;HKG;VHHH;B-LXC;02:10:54
789215;0;CPA846;2022-10-07;JFK;KJFK;A35K;gate_arrival;CX846;767328202;40.62967;-73.76804;CPA;HKG;VHHH;B-LXC;02:11:09
3C64EF;0;DLH450;2022-10-07;LAX;KLAX;A343;gate_arrival;LH450;767328967;33.93531;-118.41154;DLH;FRA;EDDF;D-AIGO;00:00:07
7C806E;39925;QFA9;2022-10-07;LHR;EGLL;B789;descent;QF9;767329583;51.48775;2.80670;QFA;PER;YPPH;VH-ZNK;03:37:04
7C806E;0;QFA9;2022-10-07;LHR;EGLL;B789;landed;QF9;767329583;51.46487;-0.46022;QFA;PER;YPPH;VH-ZNK;04:04:27
7C806E;0;QFA9;2022-10-07;LHR;EGLL;B789;gate_arrival;QF9;767329583;51.46599;-0.46853;QFA;PER;YPPH;VH-ZNK;04:05:23
758525;39775;PAL126;2022-10-07;JFK;KJFK;A359;descent;PR126;767329694;41.52782;-76.59818;PAL;MNL;RPLL;RP-C3501;01:52:56
758525;0;PAL126;2022-10-07;JFK;KJFK;A359;landed;PR126;767329694;40.63127;-73.76583;PAL;MNL;RPLL;RP-C3501;02:33:03
758525;0;PAL126;2022-10-07;JFK;KJFK;A359;gate_arrival;PR126;767329694;40.62938;-73.76874;PAL;MNL;RPLL;RP-C3501;02:33:17
76CCE5;42900;SIA34;2022-10-07;SFO;KSFO;A359;descent;SQ34;767329791;39.14168;-124.02066;SIA;SIN;WSSS;9V-SGE;01:45:11
76CCE5;0;SIA34;2022-10-07;SFO;KSFO;A359;landed;SQ34;767329791;37.62102;-122.38054;SIA;SIN;WSSS;9V-SGE;02:13:00
76CCE5;0;SIA34;2022-10-07;SFO;KSFO;A359;gate_arrival;SQ34;767329791;37.62219;-122.38462;SIA;SIN;WSSS;9V-SGE;02:13:07
71C346;0;KAL085;2022-10-07;JFK;KJFK;B77W;landed;KE85;767330244;40.62691;-73.76921;KAL;ICN;RKSI;HL8346;00:20:47
71C346;0;KAL085;2022-10-07;JFK;KJFK;B77W;gate_arrival;KE85;767330244;40.62577;-73.77110;KAL;ICN;RKSI;HL8346;00:20:53
8964B6;37350;UAE12JQ;2022-10-07;DXB;OMDB;A388;descent;EK431;767330806;24.38351;57.69526;UAE;BNE;YBBN;A6-EVH;00:28:25
8964B6;0;UAE12JQ;2022-10-07;DXB;OMDB;A388;landed;EK431;767330806;25.24752;55.37381;UAE;BNE;YBBN;A6-EVH;00:54:48
8964B6;0;UAE12JQ;2022-10-07;DXB;OMDB;A388;gate_arrival;EK431;767330806;25.24393;55.36943;UAE;BNE;YBBN;A6-EVH;00:56:00
06A144;38400;QTR9L;2022-10-07;DOH;OTHH;A388;descent;QR909;767331429;24.51302;53.96286;QTR;SYD;YSSY;A7-APC;01:01:53
06A144;0;QTR9L;2022-10-07;DOH;OTHH;A388;landed;QR909;767331429;25.27283;51.61912;QTR;SYD;YSSY;A7-APC;01:29:25
06A144;0;QTR9L;2022-10-07;DOH;OTHH;A388;gate_arrival;QR909;767331429;25.27493;51.61682;QTR;SYD;YSSY;A7-APC;01:29:42
896481;39825;UAE7DK;2022-10-07;DXB;OMDB;A388;descent;EK407;767331672;23.96211;57.30635;UAE;MEL;YMML;A6-EUW;00:30:26
